,Unnamed: 0,Title,SKU,Medium,Subject,Publication,url,File
0,0,a-lady-cwh,558,Chinese Ink on Paper,Calligraphy,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/a-lady-cwh.jpg,images/a-lady-cwh.jpg
1,1,master-of-tradition-revolution-sparrows-4,1653,Chinese Ink on Paper,Sparrow,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrows-4.jpg,images/master-of-tradition-revolution-sparrows-4.jpg
2,2,autumn-scene,664,Chinese Ink on Paper,Calligraphy,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/autumn-scene.jpg,images/autumn-scene.jpg
3,3,master-of-tradition-revolution-abstract,1632,Chinese Ink on Paper,Abstract,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-abstract.jpg,images/master-of-tradition-revolution-abstract.jpg
4,4,master-of-tradition-revolution-abstract-1,1646,Chinese Ink on Paper,Abstract,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-abstract-1.jpg,images/master-of-tradition-revolution-abstract-1.jpg
5,5,master-of-tradition-revolution-abstract-cranes,1633,Chinese Ink on Paper,Abstract,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-abstract-cranes.jpg,images/master-of-tradition-revolution-abstract-cranes.jpg
6,6,master-of-tradition-revolution-landscape-1,1610,Chinese Ink on Paper,Landscape,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-landscape-1.jpg,images/master-of-tradition-revolution-landscape-1.jpg
7,7,master-of-tradition-revolution-gibbon,1573,Chinese Ink on Paper,Gibbon,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-gibbon.jpg,images/master-of-tradition-revolution-gibbon.jpg
8,8,indian-temple-1974,439,Oil on Canvas,Temple,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/indian-temple-1974.jpg,images/indian-temple-1974.jpg
9,9,assembling-chenwenhsi,1058,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/assembling-chenwenhsi.jpg,images/assembling-chenwenhsi.jpg
10,10,chen-wen-hsi-egret,1180,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-egret.jpg,images/chen-wen-hsi-egret.jpg
11,11,chen-wen-hsi-assembling-chickens,1441,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-assembling-chickens.jpg,images/chen-wen-hsi-assembling-chickens.jpg
12,12,chen-wen-hsi-assembling-ducks,1237,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-assembling-ducks.jpg,images/chen-wen-hsi-assembling-ducks.jpg
13,13,chen-wen-hsi-ducks-9,1270,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-9.jpg,images/chen-wen-hsi-ducks-9.jpg
14,14,chen-wen-hsi-ducks-10,1275,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-10.jpg,images/chen-wen-hsi-ducks-10.jpg
15,15,chen-wen-hsi-sparrow-4,1351,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-4.jpg,images/chen-wen-hsi-sparrow-4.jpg
16,16,awake-kingfisher,716,Chinese Ink on Paper,Kingfisher,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/awake-kingfisher.jpg,images/awake-kingfisher.jpg
17,17,baby-gibbons,752,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/baby-gibbons.jpg,images/baby-gibbons.jpg
18,18,back-to-nest-chenwenhsi,1093,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/back-to-nest-chenwenhsi.jpg,images/back-to-nest-chenwenhsi.jpg
19,19,chen-wen-hsi-sparrow-3,1326,Chinese Ink on Paper,Bamboo,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-3.jpg,images/chen-wen-hsi-sparrow-3.jpg
20,20,bamboo-sparrows,738,Chinese Ink on Paper,Bamboo,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/bamboo-sparrows.jpg,images/bamboo-sparrows.jpg
21,21,bamboo-sunset,736,Chinese Ink on Paper,Bamboo,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/bamboo-sunset.jpg,images/bamboo-sunset.jpg
22,22,bathing-cwh,732,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/bathing-cwh.jpg,images/bathing-cwh.jpg
23,23,bathing-ducks,1101,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/bathing-ducks.jpg,images/bathing-ducks.jpg
24,24,chen-wen-hsi-bathing-ducks-1,1381,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks-1.jpg,images/chen-wen-hsi-bathing-ducks-1.jpg
25,25,chen-wen-hsi-bathing-ducks-2,1427,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks-2.jpg,images/chen-wen-hsi-bathing-ducks-2.jpg
26,26,chen-wen-hsi-bathing-ducks-3,1462,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks-3.jpg,images/chen-wen-hsi-bathing-ducks-3.jpg
27,27,chen-wen-hsi-bathing-ducks-4,1501,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks-4.jpg,images/chen-wen-hsi-bathing-ducks-4.jpg
28,28,chen-wen-hsi-bathing-ducks-5,1515,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks-5.jpg,images/chen-wen-hsi-bathing-ducks-5.jpg
29,29,chen-wen-hsi-bathing-ducks,1264,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks.jpg,images/chen-wen-hsi-bathing-ducks.jpg
30,30,chen-wen-hsi-bathing-ducks-6,1521,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks-6.jpg,images/chen-wen-hsi-bathing-ducks-6.jpg
31,31,chen-wen-hsi-bathing-ducks-7,1525,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-bathing-ducks-7.jpg,images/chen-wen-hsi-bathing-ducks-7.jpg
32,32,master-of-tradition-revolution-sparrow-2,1656,Chinese Ink on Paper,Sparrow,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrow-2.jpg,images/master-of-tradition-revolution-sparrow-2.jpg
33,33,chen-wen-hsi-humming-bird,1316,Chinese Ink on Paper,Humming Bird,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-humming-bird.jpg,images/chen-wen-hsi-humming-bird.jpg
34,34,chen-wen-hsi-sparrows-14,1527,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-14.jpg,images/chen-wen-hsi-sparrows-14.jpg
35,35,chen-wen-hsi-sparrow-2,1318,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-2.jpg,images/chen-wen-hsi-sparrow-2.jpg
36,36,chen-wen-hsi-sparrow-5,1359,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-5.jpg,images/chen-wen-hsi-sparrow-5.jpg
37,37,chen-wen-hsi-sparrows-7,1448,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-7.jpg,images/chen-wen-hsi-sparrows-7.jpg
38,38,chen-wen-hsi-birds,1215,Chinese Ink on Paper,Humming Bird,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-birds.jpg,images/chen-wen-hsi-birds.jpg
39,39,chen-wen-hsi-sparrow-7,1477,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-7.jpg,images/chen-wen-hsi-sparrow-7.jpg
40,40,chen-wen-hsi-paddy-birds,1495,Chinese Ink on Paper,Paddy Bird,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-paddy-birds.jpg,images/chen-wen-hsi-paddy-birds.jpg
41,41,chen-wen-hsi-humming-birds,1283,Chinese Ink on Paper,Humming Bird,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-humming-birds.jpg,images/chen-wen-hsi-humming-birds.jpg
42,42,chen-wen-hsi-humming-bird-1,1336,Chinese Ink on Paper,Humming Bird,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-humming-bird-1.jpg,images/chen-wen-hsi-humming-bird-1.jpg
43,43,birds-singing-chenwenhsi,1060,Chinese Ink on Paper,Pigeon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/birds-singing-chenwenhsi.jpg,images/birds-singing-chenwenhsi.jpg
44,44,birds-lotus,674,Chinese Ink on Paper,Lotus,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/birds-lotus.jpg,images/birds-lotus.jpg
45,45,black-and-white-1,548,Chinese Ink on Paper,Geese,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/black-and-white-1.jpg,images/black-and-white-1.jpg
46,46,master-of-tradition-revolution-chickens-1,1654,Chinese Ink on Paper,Chicken,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-chickens-1.jpg,images/master-of-tradition-revolution-chickens-1.jpg
47,47,black-fields-chen-wen-hsi,496,Chinese Ink on Paper,Landscape,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/black-fields-chen-wen-hsi.jpg,images/black-fields-chen-wen-hsi.jpg
48,48,blue-and-red,546,Chinese Ink on Paper,Crane,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/blue-and-red.jpg,images/blue-and-red.jpg
49,49,bombing,632,Oil on Canvas,Abstract,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/bombing.jpg,images/bombing.jpg
50,50,chen-wen-hsi-gourds-egrets,1343,Chinese Ink on Paper,Gourds,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gourds-egrets.jpg,images/chen-wen-hsi-gourds-egrets.jpg
51,51,chen-wen-hsi-gourds-and-birds,1227,Chinese Ink on Paper,Gourds,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gourds-and-birds.jpg,images/chen-wen-hsi-gourds-and-birds.jpg
52,52,busy-chen-wen-hsi,204,Chinese Ink on Paper,Heron,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/07/busy-chen-wen-hsi.jpg,images/busy-chen-wen-hsi.jpg
53,53,by-the-bamboo-shore,504,Chinese Ink on Paper,Landscape,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/by-the-bamboo-shore.jpg,images/by-the-bamboo-shore.jpg
54,54,by-the-blue-water,203,Chinese Ink on Paper,Heron,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/07/by-the-blue-water.jpg,images/by-the-blue-water.jpg
55,55,call-in-the-valley-e1503120692127,433,Chinese Ink on Paper,Gibbon,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/call-in-the-valley-e1503120692127.jpg,images/call-in-the-valley-e1503120692127.jpg
56,56,master-of-tradition-revolution-carp,1598,Chinese Ink on Paper,Koi Fish,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-carp.jpg,images/master-of-tradition-revolution-carp.jpg
57,57,chen-wen-hsi-carps-3,1285,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-carps-3.jpg,images/chen-wen-hsi-carps-3.jpg
58,58,chen-wen-hsi-carps-4,1300,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-carps-4.jpg,images/chen-wen-hsi-carps-4.jpg
59,59,carps-cwh,533,Chinese Ink on Paper,Koi Fish,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/carps-cwh.jpg,images/carps-cwh.jpg
60,60,chen-wen-hsi-carps-5,1310,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-carps-5.jpg,images/chen-wen-hsi-carps-5.jpg
61,61,master-of-tradition-revolution-carps,1579,Chinese Ink on Paper,Koi Fish,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-carps.jpg,images/master-of-tradition-revolution-carps.jpg
62,62,chen-wen-hsi-carps-7,1456,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-carps-7.jpg,images/chen-wen-hsi-carps-7.jpg
63,63,chen-wen-hsi-carps-1,1250,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-carps-1.jpg,images/chen-wen-hsi-carps-1.jpg
64,64,chen-wen-hsi-carps-2,1277,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-carps-2.jpg,images/chen-wen-hsi-carps-2.jpg
65,65,chen-wen-hsi-carps-6,1361,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-carps-6.jpg,images/chen-wen-hsi-carps-6.jpg
66,66,carps-under-vines,1026,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/carps-under-vines.jpg,images/carps-under-vines.jpg
67,67,catfish-chen-wen-hsi,527,Chinese Ink on Paper,Catfish,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/catfish-chen-wen-hsi.jpg,images/catfish-chen-wen-hsi.jpg
68,68,chasing-cwh,746,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/chasing-cwh.jpg,images/chasing-cwh.jpg
69,69,chicken-chen-wen-hsi,515,Chinese Ink on Paper,Chicken,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/chicken-chen-wen-hsi.jpg,images/chicken-chen-wen-hsi.jpg
70,70,chicken-cwh-1,535,Chinese Ink on Paper,Chicken,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/chicken-cwh-1.jpg,images/chicken-cwh-1.jpg
71,71,chicken-3445,1658,Chinese Ink on Paper,Chicken,Not in a publication,https://chenwenhsi.com/wp-content/uploads/2018/08/chicken-3445.jpg,images/chicken-3445.jpg
72,72,chicken-and-sparrows,463,Chinese Ink on Paper,Chicken,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/chicken-and-sparrows.jpg,images/chicken-and-sparrows.jpg
73,73,chen-wen-hsi-chicken-in-flowers,1212,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chicken-in-flowers.jpg,images/chen-wen-hsi-chicken-in-flowers.jpg
74,74,chicken-in-the-garden,481,Chinese Ink on Paper,Chicken,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/chicken-in-the-garden.jpg,images/chicken-in-the-garden.jpg
75,75,chickens-5,1024,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chickens-5.jpg,images/chickens-5.jpg
76,76,chenwenhsi-chickens,1040,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chenwenhsi-chickens.jpg,images/chenwenhsi-chickens.jpg
77,77,master-of-tradition-revolution-chickens,1589,Chinese Ink on Paper,Chicken,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-chickens.jpg,images/master-of-tradition-revolution-chickens.jpg
78,78,chen-wen-hsi-chickens-2,1417,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-2.jpg,images/chen-wen-hsi-chickens-2.jpg
79,79,chen-wen-hsi-chickens-3,1438,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-3.jpg,images/chen-wen-hsi-chickens-3.jpg
80,80,chen-wen-hsi-chickens-4,1450,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-4.jpg,images/chen-wen-hsi-chickens-4.jpg
81,81,chen-wen-hsi-chickens-5,1458,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-5.jpg,images/chen-wen-hsi-chickens-5.jpg
82,82,chen-wen-hsi-chicken-4,1464,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chicken-4.jpg,images/chen-wen-hsi-chicken-4.jpg
83,83,chen-wen-hsi-chicken-5,1466,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chicken-5.jpg,images/chen-wen-hsi-chicken-5.jpg
84,84,chen-wen-hsi-chickens-6,1471,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-6.jpg,images/chen-wen-hsi-chickens-6.jpg
85,85,chen-wen-hsi-chickens-7,1473,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-7.jpg,images/chen-wen-hsi-chickens-7.jpg
86,86,chen-wen-hsi-chickens-8,1475,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-8.jpg,images/chen-wen-hsi-chickens-8.jpg
87,87,chen-wen-hsi-chickens-9,1487,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-9.jpg,images/chen-wen-hsi-chickens-9.jpg
89,89,chen-wen-hsi-chicken-1,1238,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chicken-1.jpg,images/chen-wen-hsi-chicken-1.jpg
90,90,chen-wen-hsi-chickens-10,1499,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-10.jpg,images/chen-wen-hsi-chickens-10.jpg
91,91,chen-wen-hsi-chickens-12,1505,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-12.jpg,images/chen-wen-hsi-chickens-12.jpg
92,92,chen-wen-hsi-chickens-13,1511,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-13.jpg,images/chen-wen-hsi-chickens-13.jpg
93,93,chen-wen-hsi-chickens-14,1513,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-14.jpg,images/chen-wen-hsi-chickens-14.jpg
94,94,chen-wen-hsi-chicken-3,1260,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chicken-3.jpg,images/chen-wen-hsi-chicken-3.jpg
95,95,chen-wen-hsi-chickens-15,1519,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-15.jpg,images/chen-wen-hsi-chickens-15.jpg
96,96,chen-wen-hsi-chickens-16,1523,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-16.jpg,images/chen-wen-hsi-chickens-16.jpg
97,97,chickens-chen-wen-hsi,1012,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chickens-chen-wen-hsi.jpg,images/chickens-chen-wen-hsi.jpg
98,98,chen-wen-hsi-chickens-17,1531,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-chickens-17.jpg,images/chen-wen-hsi-chickens-17.jpg
99,99,chickens-chenwenhsi,1020,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chickens-chenwenhsi.jpg,images/chickens-chenwenhsi.jpg
100,100,chickens-sparrows-chenwenhsi,1068,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chickens-sparrows-chenwenhsi.jpg,images/chickens-sparrows-chenwenhsi.jpg
101,101,chickens-sparrows-chenwenhsi-1,1079,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chickens-sparrows-chenwenhsi-1.jpg,images/chickens-sparrows-chenwenhsi-1.jpg
102,102,chicken-in-garden,1091,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chicken-in-garden.jpg,images/chicken-in-garden.jpg
103,103,chicks-chen-wen-hsi,531,Chinese Ink on Paper,Chicken,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/chicks-chen-wen-hsi.jpg,images/chicks-chen-wen-hsi.jpg
104,104,master-of-tradition-revolution-chicken,1648,Chinese Ink on Paper,Chicken,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-chicken.jpg,images/master-of-tradition-revolution-chicken.jpg
105,105,color-carps,465,Chinese Ink on Paper,Koi Fish,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/color-carps.jpg,images/color-carps.jpg
106,106,community-cwh,550,Chinese Ink on Paper,Crane,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/community-cwh.jpg,images/community-cwh.jpg
107,107,birds-and-corn,1028,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/birds-and-corn.jpg,images/birds-and-corn.jpg
108,108,couple,758,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/couple.jpg,images/couple.jpg
109,109,cranes-chen-wen-hsi-2,525,Chinese Ink on Paper,Crane,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/cranes-chen-wen-hsi-2.jpg,images/cranes-chen-wen-hsi-2.jpg
110,110,crocking-frogs,672,Chinese Ink on Paper,Frog,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/crocking-frogs.jpg,images/crocking-frogs.jpg
111,111,dawn-in-fishing-village-1976,441,Oil on Canvas,Village / Kampong,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/dawn-in-fishing-village-1976.jpg,images/dawn-in-fishing-village-1976.jpg
112,112,dawn-fishing-village,992,Oil on Canvas,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/dawn-fishing-village.jpg,images/dawn-fishing-village.jpg
113,113,chen-wen-hsi-doves,1198,Chinese Ink on Paper,Dove,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-doves.jpg,images/chen-wen-hsi-doves.jpg
114,114,doves-of-peace,748,Chinese Ink on Paper,Dove,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/doves-of-peace.jpg,images/doves-of-peace.jpg
115,115,ducks-chenwenhsi,1054,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/ducks-chenwenhsi.jpg,images/ducks-chenwenhsi.jpg
116,116,ducks-chenwenhsi-1,1062,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/ducks-chenwenhsi-1.jpg,images/ducks-chenwenhsi-1.jpg
117,117,master-of-tradition-revolution-ducks,1595,Chinese Ink on Paper,Duck,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-ducks.jpg,images/master-of-tradition-revolution-ducks.jpg
